iri	iri label	pathogen	pathogen label	host	host label
OOPS:0002096	Pythium seed and root rot	NCBITaxon_907947	Pythium vexans de Bary	NCBITaxon_3879	Medicago sativa L.
OOPS:0002095	Pythium seed and root rot	NCBITaxon_82952	Pythium violae Chesters & Hickman	NCBITaxon_3879	Medicago sativa L.
OOPS:0002126	Stunt nematodes:	NCBITaxon_332691	Quinisulcius acutus (Allen) Siddiqi	NCBITaxon_3885	Phaseolus vulgaris L.
OOPS:0002553	Stunt	NCBITaxon_332691	Quinisulcius acutus (Allen) Siddiqi	NCBITaxon_4232	Helianthus annuus
OOPS:0002618	Stunt	NCBITaxon_332691	Quinisulcius acutus (Allen) Siddiqi	NCBITaxon_4233	Helianthus tuberosus
OOPS:0003005	Stubby-root	NCBITaxon_332691	Quinisulcius acutus (Allen) Siddiqi	NCBITaxon_4577	Zea mays L.
OOPS:0003052	Burrowing	NCBITaxon_46012	Radopholus similis (Cobb) Thorne	NCBITaxon_4577	Zea mays L.
OOPS:0002400	Burrowing nematode:	NCBITaxon_46012	Radopholus similis Cobb	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0002308	Bacterial wilt = brown rot	NCBITaxon_305	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	NCBITaxon_4113	Solanum tuberosum L.
OOPS:0000532	Southern wilt	NCBITaxon_305	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996 (= Pseudomonas solanacearum (Smith 1896) Smith 1914)	NCBITaxon_225613	Browallia speciosa Hook.
OOPS:0003513	Southern wilt	NCBITaxon_305	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, comb. nov.	NCBITaxon_87530	Cyclamen persicum Mill.
OOPS:0000086	Southern wilt	NCBITaxon_305	Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996, comb. nov. = Pseudomonas solanacearum (Smith 1896) Smith 1914	NCBITaxon_13547	Gerbera jamesonii H. Bolus ex J. D. Hook
OOPS:0002381	Bacterial wilt	NCBITaxon_305	Ralstonia solanacearum (Smith) Yabuuchi et al.	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0002760	Sharp eyespot	NCBITaxon_76351	Rhizoctonia cerealis Van der Hoeven	NCBITaxon_4498	Avena sativa L.
OOPS:0002830	Sharp eyespot	NCBITaxon_76351	Rhizoctonia cerealis Van der Hoeven	NCBITaxon_4513	Hordeum vulgare L.
OOPS:0002926	Sharp eyespot and Rhizoctonia root rot	NCBITaxon_76351	Rhizoctonia cerealis Van der Hoeven	NCBITaxon_4550	Secale cereale L.
OOPS:0000348	Violet root rot	NCBITaxon_5574	Rhizoctonia crocorum (Pers.:Fr.) DC. [anamorph]	NCBITaxon_161934	Beta vulgaris L.
OOPS:0002009	Blackpatch	NCBITaxon_1541393	Rhizoctonia leguminicola Gough & E. S. Elliott	NCBITaxon_3879	Medicago sativa L.
OOPS:0003445	Black patch	NCBITaxon_1541393	Rhizoctonia leguminicola Gough & E.S. Elliott	NCBITaxon_57577	Trifolium pratense L.
OOPS:0002862	Sheath spot	NCBITaxon_459364	Rhizoctonia oryzae Ryker & Gooch	NCBITaxon_4530	Oryza sativa L.
OOPS:0002397	Rhizoctonia stem canker	NCBITaxon_456999	Rhizoctonia solani J. G. Kühn	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0002099	Web blight	NCBITaxon_107832	Rhizoctonia solani J. G. Kühn (syn. Thanatephorus cucumeris (A. B. Frank) Donk.)	NCBITaxon_3885	Phaseolus vulgaris L.
OOPS:0002098	Damping-off and stem rot, Rhizoctonia	NCBITaxon_107832	Rhizoctonia solani J. G. Kühn (syn. Thanatephorus cucumeris (A. B. Frank) Donk)	NCBITaxon_3885	Phaseolus vulgaris L.
OOPS:0003139	Rhizoctonia seed rot and seedling disease	NCBITaxon_107832	Rhizoctonia solani J. G. Kühn (syn. Thanatephorus cucumeris [A. B. Frank] Donk)	NCBITaxon_4679	Allium cepa
OOPS:0003227	Rhizoctonia seed rot and seedling disease	NCBITaxon_107832	Rhizoctonia solani J. G. Kühn (syn. Thanatephorus cucumeris [A. B. Frank] Donk)	NCBITaxon_4682	Allium sativum
OOPS:0002815	Rhizoctonia root rot	NCBITaxon_456999	Rhizoctonia solani Kuhn	NCBITaxon_4513	Hordeum vulgare L.
OOPS:0000076	Rhizoctonia root and crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_13525	Exacum affine
OOPS:0000091	Rhizoctonia root and crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_13547	Gerbera jamesonii H. Bolus ex J. D. Hook
OOPS:0000092	Web blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_13547	Gerbera jamesonii H. Bolus ex J. D. Hook
OOPS:0000151	Damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_13894	Cocos nucifera L.
OOPS:0000152	Root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_13894	Cocos nucifera L.
OOPS:0000199	Rhizoctonia root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_140311	Prunus cerasus
OOPS:0000280	Head rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_145471	Brassica campestris
OOPS:0000281	Root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_145471	Brassica campestris
OOPS:0000282	Seed rot, damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_145471	Brassica campestris
OOPS:0000337	Damping-off, black leg, black root and seedling blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_161934	Beta vulgaris L.
OOPS:0000338	Rhizoctonia foliar blight, crown and root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_161934	Beta vulgaris L.
OOPS:0000390	Rhizoctonia stem and root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_167998	Anemone coronaria L.
OOPS:0000405	Rhizoctonia root and crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_170922	Primula malacoides
OOPS:0000430	Rhizoctonia root and crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_170924	Primula obconica
OOPS:0000455	Rhizoctonia root and crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_170926	Primula sinensis
OOPS:0000474	Rhizoctonia root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_171910	Campanula carpatica Jacq.
OOPS:0000504	Rhizoctonia root and crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_175104	Primula vulgaris
OOPS:0000505	Rhizoctonia root and crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_175104	Primula acaulis
OOPS:0000637	Root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_29780	Mangifera indica L.
OOPS:0000638	Seed rots	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_29780	Mangifera indica L.
OOPS:0000704	Rhizoctonia seed and root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3435	Persea americana Miller
OOPS:0000770	Damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3483	Cannabis sativa L.
OOPS:0000771	Rhizoctonia soreshin and root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3483	Cannabis sativa L.
OOPS:0000836	Damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3562	Spinacia oleracea L.
OOPS:0000870	Rhizoctonia root and stem rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_35939	Impatiens wallerana
OOPS:0000871	Rhizoctonia root and stem rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_35939	Impatiens
OOPS:0000954	Damping off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3649	Carica papaya L.
OOPS:0000955	Root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3649	Carica papaya L.
OOPS:0001035	Belly rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3653	Citrullus
OOPS:0001036	Damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3653	Citrullus
OOPS:0001037	Web blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3653	Citrullus
OOPS:0001096	Belly rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3655	Cucumis
OOPS:0001097	Damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3655	Cucumis
OOPS:0001098	Web blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3655	Cucumis
OOPS:0001232	Belly rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3660	Cucurbita
OOPS:0001233	Damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3660	Cucurbita
OOPS:0001234	Web blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3660	Cucurbita
OOPS:0001321	Bottom rot, damping-off, headrot, seedling root rot, wire stem, and basal stem rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3705	Brassica
OOPS:0001323	Head rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3705	Brassica napus
OOPS:0001324	Root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3705	Brassica napus
OOPS:0001325	Seed rot, damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3705	Brassica napus
OOPS:0001372	Damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3707	Brassica juncea var. crispifolia
OOPS:0001373	Head rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3707	Brassica juncea var. crispifolia
OOPS:0001374	Wirestem	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3707	Brassica juncea var. crispifolia
OOPS:0001425	Head rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3711	Brassica rapa
OOPS:0001426	Root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3711	Brassica rapa
OOPS:0001427	Seed rot, damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3711	Brassica rapa
OOPS:0001470	Bottom rot, damping-off, headrot, seedling root rot, wire stem, and basal stem rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3725	Raphanus
OOPS:0001660	Rhizoctonia root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3760	Prunus persica
OOPS:0001661	Rhizoctonia root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0001831	Pod rot (pod breakdown)	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3818	Arachis hypogaea L.
OOPS:0001832	Rhizoctonia foliar blight, peg and root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3818	Arachis hypogaea L.
OOPS:0001880	Root and stem rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_38236	Cattleya
OOPS:0001926	Wet root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3827	Cicer arietinum L.
OOPS:0001984	Wet root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_3864	Lens culinaris Medik.
OOPS:0002220	Damping-off, root rot, and seedling blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4005	Linum usitatissimum
OOPS:0002221	Damping-off, root rot, and seedling blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4005	Linum
OOPS:0002258	Sore shin and damping-off	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4097	Nicotiana tabacum L.
OOPS:0002259	Target spot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4097	Nicotiana tabacum L.
OOPS:0002324	Rhizoctonia canker and black scurf	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4113	Solanum tuberosum L.
OOPS:0002440	Rhizoctonia blight, stem canker	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4222	Carthamus tinctorius L.
OOPS:0002486	Rhizoctonia root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_42229	Prunus avium
OOPS:0002567	Rhizoctonia seedling blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4232	Helianthus annuus
OOPS:0002632	Rhizoctonia seedling blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4233	Helianthus tuberosus
OOPS:0002699	Bottom rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4236	Lactuca sativa L.
OOPS:0002700	Damping-off, Rhizoctonia	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4236	Lactuca sativa L.
OOPS:0002742	Rhizoctonia root rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4498	Avena sativa L.
OOPS:0002743	Seedling blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4498	Avena sativa L.
OOPS:0003041	Banded leaf and sheath spot*	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4577	Zea mays L.
OOPS:0003042	Rhizoctonia root rot and stalk rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4577	Zea mays L.
OOPS:0003043	Seed rot-seedling blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4577	Zea mays L.
OOPS:0003131	Rhizoctonia root and crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_45837	Solanum pseudocapsicum L.
OOPS:0003325	Rhizoctonia crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_4686	Asparagus officinalis
OOPS:0003371	Stem and tuber rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_49745	Dahlia sp.
OOPS:0003418	Seedling blight	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_55513	Pistacia vera L.
OOPS:0003518	Rhizoctonia crown rot	NCBITaxon_456999	Rhizoctonia solani Kühn	NCBITaxon_87530	Cyclamen persicum Mill.
OOPS:0002169	Rhizoctonia seedling rot	NCBITaxon_456999	Rhizoctonia solani Kühn (AG-4)	NCBITaxon_3888	Pisum sativum L.
OOPS:0000279	Brown girdling root rot*	NCBITaxon_456999	Rhizoctonia solani Kühn (Canada)	NCBITaxon_145471	Brassica campestris
OOPS:0001322	Brown girdling root rot*	NCBITaxon_456999	Rhizoctonia solani Kühn (Canada)	NCBITaxon_3705	Brassica napus
OOPS:0001424	Brown girdling root rot*	NCBITaxon_456999	Rhizoctonia solani Kühn (Canada)	NCBITaxon_3711	Brassica rapa
OOPS:0000283	White blight*	NCBITaxon_456999	Rhizoctonia solani Kühn (India)	NCBITaxon_145471	Brassica campestris
OOPS:0001326	White blight*	NCBITaxon_456999	Rhizoctonia solani Kühn (India)	NCBITaxon_3705	Brassica napus
OOPS:0001428	White blight*	NCBITaxon_456999	Rhizoctonia solani Kühn (India)	NCBITaxon_3711	Brassica rapa
OOPS:0001514	Root and stem rot	NCBITaxon_456999	Rhizoctonia solani Kühn [anamorph]	NCBITaxon_37495	Euphorbia pulcherrima Willd. ex Klotzsch
OOPS:0000026	Black (seedling) root rot	NCBITaxon_456999	Rhizoctonia solani Kuhn.	NCBITaxon_13443	Coffea arabica
OOPS:0003350	Black (seedling) root rot	NCBITaxon_456999	Rhizoctonia solani Kuhn.	NCBITaxon_49390	Coffea canephora
OOPS:0002056	Rhizoctonia damping off (root canker, crown and bud rot, stem canker, and foliage blight)	NCBITaxon_456999	Rhizoctonia solani. G. Kühn	NCBITaxon_3879	Medicago sativa L.
OOPS:0003049	Rhizoctonia root rot and stalk rot	NCBITaxon_459363	Rhizoctonia zeae Voorhees	NCBITaxon_4577	Zea mays L.
OOPS:0003050	Seed rot-seedling blight	NCBITaxon_459363	Rhizoctonia zeae Voorhees	NCBITaxon_4577	Zea mays L.
OOPS:0003048	Rhizoctonia ear rot (sclerotial rot)	NCBITaxon_459363	Rhizoctonia zeaeVoorhees	NCBITaxon_4577	Zea mays L.
OOPS:0002683	Corky root	NCBITaxon_13656	Rhizomonas suberifaciens van Bruggen et al.	NCBITaxon_4236	Lactuca sativa L.
OOPS:0000351	Rhizopus root rot	NCBITaxon_64495	Rhizopus arrhizus A. Fischer	NCBITaxon_161934	Beta vulgaris L.
OOPS:0000664	Rhizopus rot	NCBITaxon_64495	Rhizopus arrhizus A. Fischer	NCBITaxon_29780	Mangifera indica L.
OOPS:0001187	Rhizopus fruit rot	NCBITaxon_64495	Rhizopus arrhizus A. Fischer	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001754	Rhizopus rot	NCBITaxon_64495	Rhizopus arrhizus A. Fischer	NCBITaxon_3760	Prunus persica
OOPS:0001755	Rhizopus rot	NCBITaxon_64495	Rhizopus arrhizus A. Fischer	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002586	Rhizopus head rot	NCBITaxon_64495	Rhizopus arrhizus A. Fischer	NCBITaxon_4232	Helianthus annuus
OOPS:0002651	Rhizopus head rot	NCBITaxon_64495	Rhizopus arrhizus A. Fischer	NCBITaxon_4233	Helianthus tuberosus
OOPS:0003099	Root rots, minor	NCBITaxon_64495	Rhizopus arrhizus A. Fischer	NCBITaxon_4577	Zea mays L.
OOPS:0001197	Rhizopus fruit rot	NCBITaxon_97099	Rhizopus circinans Tiegh.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001788	Rhizopus rot	NCBITaxon_97099	Rhizopus circinans Tiegh.	NCBITaxon_3760	Prunus persica
OOPS:0001789	Rhizopus rot	NCBITaxon_97099	Rhizopus circinans Tiegh.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0003208	Mushy rot	NCBITaxon_58291	Rhizopus microsporus Tiegh	NCBITaxon_4679	Allium cepa
OOPS:0003296	Mushy rot	NCBITaxon_58291	Rhizopus microsporus Tiegh	NCBITaxon_4682	Allium sativum
OOPS:0003094	Ear rots, minor	NCBITaxon_58291	Rhizopus microsporus Tiegh.	NCBITaxon_4577	Zea mays L.
OOPS:0002420	Rhizopus soft rot (Soft rot, Ring rot, Collar rot)	NCBITaxon_64495	Rhizopus oryzae Went & Prins.-Geerl.	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0000096	Rhizopus blight	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_13547	Gerbera jamesonii H. Bolus ex J. D. Hook
OOPS:0000208	Rhizopus rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_140311	Prunus cerasus
OOPS:0000287	Black mold rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_145471	Brassica campestris
OOPS:0000341	Rhizopus root rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_161934	Beta vulgaris L.
OOPS:0000646	Transit rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_29780	Mangifera indica L.
OOPS:0001040	Rhizopus soft rot (fruit)	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_3653	Citrullus
OOPS:0001101	Rhizopus soft rot (fruit)	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_3655	Cucumis
OOPS:0001164	Rhizopus fruit rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0001237	Rhizopus soft rot (fruit)	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_3660	Cucurbita
OOPS:0001331	Black mold rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_3705	Brassica
OOPS:0001332	Black mold rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_3705	Brassica napus
OOPS:0001432	Black mold rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_3711	Brassica rapa
OOPS:0001472	Black mold rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_3725	Raphanus
OOPS:0001690	Rhizopus rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_3760	Prunus persica
OOPS:0001691	Rhizopus rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_3760	Prunus persica var. nucipersica
OOPS:0002495	Rhizopus rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_42229	Prunus avium
OOPS:0003058	Ear rots, minor	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill.	NCBITaxon_4577	Zea mays L.
OOPS:0000970	Rhizopus soft rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill. (=R. nigricans Ehrenb.)	NCBITaxon_3649	Carica papaya L.
OOPS:0000971	Stem-end rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill. (=R. nigricans Ehrenb.)	NCBITaxon_3649	Carica papaya L.
OOPS:0003193	Mushy rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill. (syn. R. nigricans [Ehrenb])	NCBITaxon_4679	Allium cepa
OOPS:0003281	Mushy rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill. (syn. R. nigricans [Ehrenb])	NCBITaxon_4682	Allium sativum
OOPS:0000571	Rhizopus rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr.)Vuill.	NCBITaxon_23211	Pyrus communis L.
OOPS:0000288	Seed rot, damping-off	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr) Vuill.	NCBITaxon_145471	Brassica campestris
OOPS:0000715	Fruit rot (includes stem end rot & fruit spots)	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr) Vuill.	NCBITaxon_3435	Persea americana Miller
OOPS:0001333	Seed rot, damping-off	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr) Vuill.	NCBITaxon_3705	Brassica napus
OOPS:0001433	Seed rot, damping-off	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.:Fr) Vuill.	NCBITaxon_3711	Brassica rapa
OOPS:0002064	Rhizopus sprout rot	NCBITaxon_4846	Rhizopus stolonifer (Ehrenb.) Vuill	NCBITaxon_3879	Medicago sativa L.
OOPS:0002401	Rhizopus soft rot (Soft rot, Ring rot, Collar rot)	NCBITaxon_4846	Rhizopus stolonifera (Ehrenb.:Fr.) Vuill.	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0000397	Bacterial fasciation	NCBITaxon_1828	Rhodococcus fascians (Tilford 1936) Goodfellow 1984, comb. nov.	NCBITaxon_170922	Primula malacoides
OOPS:0000422	Bacterial fasciation	NCBITaxon_1828	Rhodococcus fascians (Tilford 1936) Goodfellow 1984, comb. nov.	NCBITaxon_170924	Primula obconica
OOPS:0000447	Bacterial fasciation	NCBITaxon_1828	Rhodococcus fascians (Tilford 1936) Goodfellow 1984, comb. nov.	NCBITaxon_170926	Primula sinensis
OOPS:0000488	Bacterial fasciation	NCBITaxon_1828	Rhodococcus fascians (Tilford 1936) Goodfellow 1984, comb. nov.	NCBITaxon_175104	Primula vulgaris
OOPS:0000489	Bacterial fasciation	NCBITaxon_1828	Rhodococcus fascians (Tilford 1936) Goodfellow 1984, comb. nov.	NCBITaxon_175104	Primula acaulis
OOPS:0000852	Bacterial fasciation	NCBITaxon_1828	Rhodococcus fascians (Tilford 1936) Goodfellow 1984, comb. nov.	NCBITaxon_35939	Impatiens wallerana
OOPS:0000853	Bacterial fasciation	NCBITaxon_1828	Rhodococcus fascians (Tilford 1936) Goodfellow 1984, comb. nov.	NCBITaxon_35939	Impatiens
OOPS:0002242	Leaf gall	NCBITaxon_1828	Rhodococcus fascians (Tilford) Goodfellow	NCBITaxon_4097	Nicotiana tabacum L.
OOPS:0002805	Scald	NCBITaxon_38038	Rhynchosporium secalis (Oudem.) J. J. Davis	NCBITaxon_4513	Hordeum vulgare L.
OOPS:0002905	Scald	NCBITaxon_38038	Rhynchosporium secalis (Oudem.) J.J. Davis	NCBITaxon_4550	Secale cereale L.
OOPS:0002190	Rigidopurus root rot	NCBITaxon_219653	Rigidoporus microporus (Sw.:Fr.) Overeem	NCBITaxon_3983	Manihot esculenta Crantz
OOPS:0000686	Wood rots	NCBITaxon_289323	Rigidoporus ulmarius (Sowerby:Fr.) Imazeki in Ito	NCBITaxon_3435	Persea americana Miller
OOPS:0000920	Black root	NCBITaxon_947343	Rosellinia bunodes (Berk. & Br.) Sacc.	NCBITaxon_3641	Theobroma cacao L.
OOPS:0000729	Rosellinia root rot	NCBITaxon_947343	Rosellinia bunodes (Berk. & Broome) Sacc.	NCBITaxon_3435	Persea americana Miller
OOPS:0000580	Dematophora root rot (Rosellinia root rot)	NCBITaxon_77044	Rosellinia necatrix Prill.	NCBITaxon_23211	Pyrus communis L.
OOPS:0001194	Dematophora root rot	NCBITaxon_77044	Rosellinia necatrix Prill.	NCBITaxon_36596	Prunus armeniaca L.
OOPS:0000823	Rosellinia root rot (Dematophora root rot)	NCBITaxon_77044	Rosellinia necatrix Prill. Dematophora necatrix R. Hartig [anamorph]	NCBITaxon_3486	Humulus lupulus L.
OOPS:0000919	Black root	NCBITaxon_82693	Rosellinia pepo Pat.	NCBITaxon_3641	Theobroma cacao L.
OOPS:0002298	Rosellinia black rot*	NCBITaxon_1769365	Rosellinia sp.	NCBITaxon_4113	Solanum tuberosum L.
OOPS:0002366	Reniform nematodes:	NCBITaxon_1510666	Rotylenchulus borealis Loof & Oostenbrink	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0000936	Reniform nematode	NCBITaxon_1771353	Rotylenchulus parvus (Williams) Sher	NCBITaxon_3649	Carica papaya L.
OOPS:0001906	Dirty root (reniform nematode)	NCBITaxon_239373	Rotylenchulus reniformis Linford & Oliveira	NCBITaxon_3827	Cicer arietinum L.
OOPS:0001972	Reniform nematode	NCBITaxon_239373	Rotylenchulus reniformis Linford & Oliveira	NCBITaxon_3864	Lens culinaris Medik.
OOPS:0002117	Reniform nematode:	NCBITaxon_239373	Rotylenchulus reniformis Linford & Oliveira	NCBITaxon_3885	Phaseolus vulgaris L.
OOPS:0002245	Reniform	NCBITaxon_239373	Rotylenchulus reniformis Linford & Oliveira	NCBITaxon_4097	Nicotiana tabacum L.
OOPS:0002376	Reniform nematodes:	NCBITaxon_239373	Rotylenchulus reniformis Linford & Oliveira	NCBITaxon_4120	Ipomoea batatas [L.] Lam.
OOPS:0001020	Reniform	NCBITaxon_239373	Rotylenchulus reniformis Linford & Oliviera	NCBITaxon_3653	Citrullus
OOPS:0001081	Reniform	NCBITaxon_239373	Rotylenchulus reniformis Linford & Oliviera	NCBITaxon_3655	Cucumis
OOPS:0001217	Reniform	NCBITaxon_239373	Rotylenchulus reniformis Linford & Oliviera	NCBITaxon_3660	Cucurbita
